host	path	verdict	evidence	shard	source
114	/home/reyerchu/_jppa_area/wt	RECOVER	5 of the 7 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/area.py) = 8ef3d7f90a55a5590bf033918c5fe96d7f74fde773766c76a781de58a492cafb here, ad0247e1cbcffe38eca76b0e77bf1ce0ccc7c23cadb0945b264f0b866371fbbe on main (799 lines here vs 812 on main); that file is python, 799 lines — Area: the taxonomy that keeps a PROXY and a PHYSICAL number apart.	b	verdicts_joined.tsv
114	/home/reyerchu/_jppa_bench/base	LANDED	it owns no files, so 'all 0 matched' would be vacuous; instead its whole tree 78409748745 is byte-for-byte a tree origin/main publishes, at 867de428920, against main a00f53f2094. A tree OID is a recursive content hash, so every file in it matches a state main published. Working tree clean.	b	verdicts_joined.tsv
114	/home/reyerchu/_jppa_openroad/mut	RECOVER	2 of the 4 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/backends/__init__.py) = f0a27235b56aabfb2c6178d9a557ae2fa95c7720ad54b0bca6bc956ab1b513e9 here, 80d38ce7735cff76ec59a65b90dcc19573a04f90b470e1eea1a57aa915e31849 on main (18 lines here vs 127 on main); that file is python, 18 lines — `_ppa.backends` — one module per EDA tool, and each one only PARSES.	b	verdicts_joined.tsv
114	/home/reyerchu/_jppae2e/wt	LANDED	every one of the 534 files it owns is byte-identical to main: sha256 of `git show bd8fa42ea37:<path>` equals sha256 of `git show origin/main:<path>` for all 534, against main a00f53f2094. Working tree clean.	b	verdicts_joined.tsv
114	/home/reyerchu/_jprog/wt	RECOVER	13 of the 13 files it owns differ from main. sha256(CONTRIBUTING.md) = a35292044ea6fddd9436ae90b4f361c34a44aa90a393e3c10f519b38f51c3a58 here, c577fcd8187bf4283e53f08bcabfd0c4be09e15b3305c6bdb0194983f135b637 on main (273 lines here vs 261 on main); that file is markdown, 273 lines — Contributing to Vibe-IC	b	verdicts_joined.tsv
114	/home/reyerchu/_jrec2/base	RECOVER	0 of the 0 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/out_base_ppa.txt.meta) = 91d957f8f2748a950526d4d21e0d5cd3bf5518e6c60b1beb470a13be1f978b1d here, (origin/main has no file at this path) on main (uncommitted, on no branch); that file is file, 0 lines — (no header line); 0 modified + 1 new uncommitted file(s) on no branch	b	verdicts_joined.tsv
114	/home/reyerchu/_jrec2/wt_jrecords	RECOVER	6 of the 25 files it owns differ from main. sha256(RESULT.md) = c97d8eb4c7ffa8e6532afc0e36c93d4d3dd1f3b26bcbc3ea6437242065c36d64 here, (origin/main has no file at this path) on main (405 lines, a path main does not carry); that file is markdown, 405 lines — The record producers and the record consumer, made to agree; 0 modified + 1 new uncommitted file(s) on no branch	b	verdicts_joined.tsv
114	/home/reyerchu/_jrec2/wt_jrunner2	RECOVER	5 of the 12 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md) = ba0733eb64ed74162d8aa82ddc06313c3d244783105708b4e4c51a18a4c4e2db here, c05ce3142b82268618a9cfbfa8e7d1b14ea200433dae76c9d5641285b33e5e29 on main (2384 lines here vs 2386 on main); that file is markdown, 2383 lines — <!-- AUTO-GENERATED by tools/gen_programs_index.py — DO NOT EDIT BY HAND -->	b	verdicts_joined.tsv
114	/home/reyerchu/_jrec2/wt_jsearch2	RECOVER	5 of the 24 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md) = 51e6e9e7d31dfbfee8bacffe9161822766851a05958d57345d6355fbd89d51f3 here, c05ce3142b82268618a9cfbfa8e7d1b14ea200433dae76c9d5641285b33e5e29 on main (2384 lines here vs 2386 on main); that file is markdown, 2383 lines — <!-- AUTO-GENERATED by tools/gen_programs_index.py — DO NOT EDIT BY HAND -->	b	verdicts_joined.tsv
114	/home/reyerchu/_jrows/rows	RECOVER	14 of the 14 files it owns differ from main. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (origin/main has no file at this path) on main (157 lines, a path main does not carry); that file is markdown, 157 lines — Adjudication: the two corpus gates	b	verdicts_joined.tsv
114	/home/reyerchu/_jrows/w_clean	LANDED	it owns no files, so 'all 0 matched' would be vacuous; instead its whole tree 6a4860a27de is byte-for-byte a tree origin/main publishes, at 6dfe15a329e, against main a00f53f2094. A tree OID is a recursive content hash, so every file in it matches a state main published. Working tree clean.	b	verdicts_joined.tsv
114	/home/reyerchu/_jrows/wt	LANDED	it owns no files, so 'all 0 matched' would be vacuous; instead its whole tree 6a4860a27de is byte-for-byte a tree origin/main publishes, at 6dfe15a329e, against main a00f53f2094. A tree OID is a recursive content hash, so every file in it matches a state main published. Working tree clean.	b	verdicts_joined.tsv
114	/home/reyerchu/_jrunner2/mut	LANDED	it owns no files, so 'all 0 matched' would be vacuous; instead its whole tree f2a0cd73788 is byte-for-byte a tree origin/main publishes, at e36d81c0a39, against main a00f53f2094. A tree OID is a recursive content hash, so every file in it matches a state main published. Working tree clean.	b	verdicts_joined.tsv
114	/home/reyerchu/_jrunner2/mutf10	RECOVER	5 of the 7 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/emitted_script_portability_check.py) = c85a400a6c22951703813cf63c03e70762debd953568a2dd4678d35f9fb45520 here, 7061d39cfbbd30b698c077482d5ed9b411a72b975596e7f9dd9ea6ea896017e1 on main (219 lines here vs 226 on main); that file is python, 219 lines — An emitted analysis script that hard-codes the directory it was emitted in	b	verdicts_joined.tsv
114	/home/reyerchu/_jrunner2/mutf14	RECOVER	3 of the 4 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py) = 7e945c8ffe8fba59c5619cb84e9b2cc41abba89ae389396dd60cc9d0859cab02 here, 8dcd4d70c1002f78067001366747ebe36bd5e93b3e5036678eecb9cfc532b226 on main (41298 lines here vs 41667 on main); that file is python, 41298 lines — phase3_one_shot_runner.py — single-call orchestrator for Phase 3 (synth → GDS).; 1 modified + 0 new uncommitted file(s) on no branch	b	verdicts_joined.tsv
114	/home/reyerchu/_jrunner2/wt	RECOVER	5 of the 10 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/emitted_script_portability_check.py) = c85a400a6c22951703813cf63c03e70762debd953568a2dd4678d35f9fb45520 here, 7061d39cfbbd30b698c077482d5ed9b411a72b975596e7f9dd9ea6ea896017e1 on main (219 lines here vs 226 on main); that file is python, 219 lines — An emitted analysis script that hard-codes the directory it was emitted in	b	verdicts_joined.tsv
114	/home/reyerchu/_jw2_extract_err/runtree	RECOVER	4 of the 4 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml) = 8c11a182e781bd8afeca092297f9cc590bc11c874aae89fb26d2deb1cdd89ba1 here, 5f691984067c906ff022a7d117f16e8aa268d0e2f32e64abe66d5a430d84e4ae on main (5286 lines here vs 6320 on main); that file is yaml, 5286 lines — Vibe-IC Phase 1+2+3 Canonical Flow Definition	b	verdicts_joined.tsv
114	/home/reyerchu/_jw2_extract_err/wt	RECOVER	4 of the 4 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml) = 8c11a182e781bd8afeca092297f9cc590bc11c874aae89fb26d2deb1cdd89ba1 here, 5f691984067c906ff022a7d117f16e8aa268d0e2f32e64abe66d5a430d84e4ae on main (5286 lines here vs 6320 on main); that file is yaml, 5286 lines — Vibe-IC Phase 1+2+3 Canonical Flow Definition	b	verdicts_joined.tsv
114	/home/reyerchu/_jw2_place/wt	RECOVER	6 of the 6 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py) = 464b7aa55ab074dd6babf5c1682c89eded373525aa825d258985928ac7574bd3 here, 8dcd4d70c1002f78067001366747ebe36bd5e93b3e5036678eecb9cfc532b226 on main (39955 lines here vs 41667 on main); that file is python, 39955 lines — phase3_one_shot_runner.py — single-call orchestrator for Phase 3 (synth → GDS).	b	verdicts_joined.tsv
114	/home/reyerchu/_mainred	RECOVER	5 of the 6 files it owns differ from main. sha256(tools/ci/liar_census_bounded.sh) = 1f20ad119bb93d909a5329cc1ffbd5237f7c9ee2ebe5c27af2f30f79c775db33 here, (origin/main has no file at this path) on main (58 lines, a path main does not carry); that file is shell, 58 lines — tools/ci/liar_census_bounded.sh — run one pytest file under whichever bound	b	verdicts_joined.tsv
114	/home/reyerchu/_pgv/acc	RECOVER	161 of the 383 files it owns differ from main. sha256(benchmark-data/evaluation/verilogeval_human/RESULT.md) = 8863d380f14625ce3e5464698eb8ad0c81367df5d5646fe695bcd5d628021fb4 here, (origin/main has no file at this path) on main (144 lines, a path main does not carry); that file is markdown, 144 lines — VerilogEval-Human (iccad2023 code-complete) — clean-room full re-run, plugin v1.4.81 + vibeic-eda 0.2.26, 2026-07-22	b	verdicts_joined.tsv
114	/home/reyerchu/_pgv/anch_pr1123	RECOVER	0 of the 0 files it owns differ from main. sha256(tools/ci/repo_hygiene_gates.sh) = 2e69e0c36a2d79f021b1432c91ce53ec9fd00fba3279fa04ed74cfcb3dbdf749 here, c311b8d27416b22c292c2cb0289e2668a7f5859a43bb4480c3c6ce389d12b861 on main (uncommitted, on no branch); that file is shell, 968 lines — tools/ci/repo_hygiene_gates.sh — the repo-wide invariant gates, in ONE place.; 4 modified + 0 new uncommitted file(s) on no branch	b	verdicts_joined.tsv
114	/home/reyerchu/_pgv/batch142/batch	RECOVER	161 of the 383 files it owns differ from main. sha256(benchmark-data/evaluation/verilogeval_human/RESULT.md) = 8863d380f14625ce3e5464698eb8ad0c81367df5d5646fe695bcd5d628021fb4 here, (origin/main has no file at this path) on main (144 lines, a path main does not carry); that file is markdown, 144 lines — VerilogEval-Human (iccad2023 code-complete) — clean-room full re-run, plugin v1.4.81 + vibeic-eda 0.2.26, 2026-07-22	b	verdicts_joined.tsv
114	/home/reyerchu/_pgv/j1065/head	RECOVER	2 of the 2 files it owns differ from main. sha256(tools/liar_census.py) = 17f58a859a03203009879a35ee5c2ba4a5ae4744757d313e1f585dcea738a691 here, 4105796df1f30990398f0080c7a61cb063256650f5bda02d6d4439eae8e3f57f on main (2299 lines here vs 3871 on main); that file is python, 2299 lines — liar_census.py — ask EVERY gate clause, mechanically, whether it is a check that lies.	b	verdicts_joined.tsv
114	/home/reyerchu/_pgv/j1073/head	RECOVER	2 of the 2 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d5_deps_correct.py) = 6b88cd3d7e609f7bb056bf7e8b619d50e49acdeb2d343a07b0f5f4ef0f811991 here, 41b2fd142ec1bdab4e743bb08329dfa95b3fbefa50c22a1b3d3bd70837481dce on main (1359 lines here vs 1448 on main); that file is python, 1359 lines — test_matrix_d5_deps_correct.py — DIMENSION 5 of the 63 x 8 matrix.	b	verdicts_joined.tsv
114	/home/reyerchu/_pgv/j1197/head	RECOVER	7 of the 7 files it owns differ from main. sha256(tools/ci/_published_cell_corpus.sh) = 08727930551ca8107fb72952bf4837d87b380cadb4d14c7858bf6848dd934957 here, (origin/main has no file at this path) on main (214 lines, a path main does not carry); that file is shell, 214 lines — tools/ci/_published_cell_corpus.sh — the populations the per-cell loops	b	verdicts_joined.tsv
114	/home/reyerchu/_pgv/mrg	RECOVER	2 of the 2 files it owns differ from main. sha256(tools/liar_census.py) = 17f58a859a03203009879a35ee5c2ba4a5ae4744757d313e1f585dcea738a691 here, 4105796df1f30990398f0080c7a61cb063256650f5bda02d6d4439eae8e3f57f on main (2299 lines here vs 3871 on main); that file is python, 2299 lines — liar_census.py — ask EVERY gate clause, mechanically, whether it is a check that lies.; 0 modified + 1 new uncommitted file(s) on no branch	b	verdicts_joined.tsv
114	/home/reyerchu/_ppam_priv/wt_ppam	RECOVER	6 of the 6 files it owns differ from main. sha256(tools/ci/repo_hygiene_gates.sh) = d2aae59244e4c71d91702671645ead1b3744922d61b1af8fcb2cedbe35add4e6 here, c311b8d27416b22c292c2cb0289e2668a7f5859a43bb4480c3c6ce389d12b861 on main (1550 lines here vs 1653 on main); that file is shell, 1550 lines — tools/ci/repo_hygiene_gates.sh — the repo-wide invariant gates, in ONE place.	b	verdicts_joined.tsv
114	/home/reyerchu/_pr1151	RECOVER	3 of the 4 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/bundled_attribution_notice_check.py) = 5c2ba3d52a5e68032745f47613eaba93f9791773075a571a981f464ee25197c7 here, 4b5dd5ca5694a5fee307d702b7ddbdfc4e589465a83171a2445b2aae94f7761b on main (304 lines here vs 319 on main); that file is python, 304 lines — bundled_attribution_notice_check.py — every BUNDLED third-party work must be	b	verdicts_joined.tsv
114	/home/reyerchu/_rg_land2	RECOVER	"7 of the 17 files it owns differ from main. sha256(tools/ci/protected_landing_transition.json) = 0b79799fcc2660a5bc2762ccbd69a1eabd5b409f7cf2a940767ad992ca88eedc here, cc2abdd9d01beeb5269d62eb7e757cfd0deff57a6bcfab9b3b5bc7471ce654f5 on main (1 lines here vs 1 on main); that file is json, 1 lines — {""current"":{""files"":[{""blob_oid"":""51e5aea2fb682b23c67e9927a8fe5c800eaeed4d"",""mode"":""100644"",""path"":""tools/ci/_gate_dispatch.sh"",""sha256"":""bc52987bafe4"	b	verdicts_joined.tsv
114	/home/reyerchu/_spmfinal_8HD-8/wt	RECOVER	19 of the 19 files it owns differ from main. sha256(docs/findings/2026-08-20-slot-die-four-fixes-combined.md) = 0e4d56be9cc1d9ee3564088111793cc3c1e5e608d8a9a6da6fe10adc34f1bb0e here, (origin/main has no file at this path) on main (159 lines, a path main does not carry); that file is markdown, 159 lines — One die with all four fixes on — what each was worth, and what survived	b	verdicts_joined.tsv
114	/home/reyerchu/_steps68	RECOVER	12 of the 12 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/agents/ic-expert-agent.md) = 18f23b937b0c9d4d8d28019aa8ff557168ed70f3b6eb140f1668ecdfaa990187 here, dde58e47f32ace7270929249934426d22e93f7e9e091e65c931f4d849550d3b3 on main (3609 lines here vs 3607 on main); that file is markdown, 3609 lines — ---	b	verdicts_joined.tsv
114	/home/reyerchu/_w4_head	RECOVER	1 of the 1 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_w4_absent_condition_is_not_a_pass.py) = d473e0a2b1d6cc6bed16ac9fd4d8aa80d15ae442557e992e01573fd504257d81 here, 384e4f90047331ff05887e753363f1f712198a301f1138893cc9f7386cc5d0cf on main (582 lines here vs 563 on main); that file is python, 582 lines — NOTHING TO CHECK IS A FAILURE, NOT A PASS — the `optional_program_exit_zero`	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_1206	RECOVER	8 of the 8 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml) = aace0c57175946194fe4c4bc213fcf5040a07669ec27fa516cc9aa4632985b97 here, 5f691984067c906ff022a7d117f16e8aa268d0e2f32e64abe66d5a430d84e4ae on main (4969 lines here vs 6320 on main); that file is yaml, 4969 lines — Vibe-IC Phase 1+2+3 Canonical Flow Definition	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_1552	RECOVER	"1 of the 1 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_coverage.py) = dc2917275a17c0afc7edab10c1bdba9730f2cf9e283ff1874b9fb1af4698562f here, a4d24bbdfb51c0ad7d2b5b843f531dd8a1f274291df78460063c813d334b6203 on main (1618 lines here vs 2249 on main); that file is python, 1618 lines — test_matrix_63x8_coverage.py — the meta-test that makes ""full coverage"" a"	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_audit_pdksub	RECOVER	3 of the 3 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/digital_pdk_substitution_disclosure_check.py) = ed5f6cf89848c103c007f1a5d99a073425279e8e4251d3fb4c354ac34218e9e7 here, (origin/main has no file at this path) on main (270 lines, a path main does not carry); that file is python, 270 lines — A DIGITAL sign-off run on a PDK the spec never declared must SAY SO.	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_bisect	RECOVER	7 of the 11 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/flow_dependency_graph_check.py) = 6a696ed54373c65a29b1a4404f444d3df8fc473f166383884eb517aaa7619d91 here, 7ca1f8a48188aef691e41c2e46b69488cf71a87e494190f9dabbc7b194b7d88d on main (202 lines here vs 215 on main); that file is python, 202 lines — flow_dependency_graph_check — recompute the flow-gate's dependency dimension.	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_cap_l22cov	RECOVER	3 of the 3 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/_capture_patches/README_l22.md) = 31eeb9589e56c4ed7ed7b79212cb89beb03cc8edd90de64031b776c9ef1aed2d here, (origin/main has no file at this path) on main (83 lines, a path main does not carry); that file is markdown, 83 lines — Capture: L22 measurable coverage-goal emitter	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_cap_parambus	RECOVER	5 of the 5 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/_capture_patches/01_gate_width_symbolic_against_v1.6.1.patch) = 0f0795181e8e6c9e3c7166e1dc3c057e94339d322b8d6668fa8ce5237a422a8b here, (origin/main has no file at this path) on main (30 lines, a path main does not carry); that file is file, 30 lines — --- a/programs/l1_pin_bus_width_actionable_check.py	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_clockbasis	RECOVER	4 of the 4 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/flow_compliance_check.py) = 0ff425dc389195c8bc1be80ebb4e60472f34a389b139afdf4d8ddb6038797c10 here, 181e2fd17aa5ec0aa811252d5e89767ebc62b055c8dcea4a4ed6451b8179b38f on main (6650 lines here vs 13013 on main); that file is python, 6650 lines — flow_compliance_check.py — Strict Vibe-IC phase 2+3 gate (40 main-track	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_d7_1786615505	RECOVER	5 of the 5 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/matrix_mutation_ledger.py) = 2a8f7ad5d4a58e0a4670a3434293410687a6cc3b09fd08b6d6d469c7131ccc41 here, 92864809ff416beaaa10af9b0b91efe403f206b792e7a7df9b00551718cee424 on main (2425 lines here vs 3227 on main); that file is python, 2425 lines — matrix_mutation_ledger.py — a cell may not be called ENFORCED until a NAMED,	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_delivverdict	RECOVER	5 of the 5 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/deliverable_verdict_consistency_check.py) = f89a183d00a75fcec9bcaadaf90fcc880e17d0cf06363ac0cfedaa0f8fb083b1 here, 7ec3c46b18922dc611582984acd6ce272d8ab866165f378782d3f0179ab40afd on main (500 lines here vs 813 on main); that file is python, 500 lines — deliverable_verdict_consistency_check.py — a deliverable may not contradict	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_disclose	RECOVER	5 of the 5 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/design_one_shot_runner.py) = 5bad700ff6c68a3ac6343a7609d37ade78cc77dbe55f279ddb84473c059c05bf here, a7721eade1195878fdcc9cce2f5d39b331c4df430ba88382165c9edabcb27a32 on main (10756 lines here vs 16215 on main); that file is python, 10756 lines — design_one_shot_runner.py — the DESIGN one-shot runner (Phase 1 -> Phase 2:	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_evidence2	RECOVER	9 of the 9 files it owns differ from main. sha256(benchmark-data/evidence_citation_baseline.json) = 37cce24240c0fdfb2d2adecea76d7f27347b3cd81afa5f526654e7e1b0a19542 here, (origin/main has no file at this path) on main (109 lines, a path main does not carry); that file is json, 109 lines — {	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_evsplit/head	RECOVER	7 of the 7 files it owns differ from main. sha256(benchmark-data/evidence_citation_baseline.json) = 37cce24240c0fdfb2d2adecea76d7f27347b3cd81afa5f526654e7e1b0a19542 here, (origin/main has no file at this path) on main (109 lines, a path main does not carry); that file is json, 109 lines — {	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_final	RECOVER	163 of the 330 files it owns differ from main. sha256(benchmark-data/evaluation/verilogeval_human/RESULT.md) = 8863d380f14625ce3e5464698eb8ad0c81367df5d5646fe695bcd5d628021fb4 here, (origin/main has no file at this path) on main (144 lines, a path main does not carry); that file is markdown, 144 lines — VerilogEval-Human (iccad2023 code-complete) — clean-room full re-run, plugin v1.4.81 + vibeic-eda 0.2.26, 2026-07-22; 2 modified + 0 new uncommitted file(s) on no branch	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_gatenames	RECOVER	2 of the 2 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/flow_compliance_check.py) = d3d9817ab9f7e213f4783ee87ef177e53ef3cbc818d9e82a16640bb80bec0bf6 here, 181e2fd17aa5ec0aa811252d5e89767ebc62b055c8dcea4a4ed6451b8179b38f on main (6689 lines here vs 13013 on main); that file is python, 6689 lines — flow_compliance_check.py — Strict Vibe-IC phase 2+3 gate (40 main-track	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_jd9/wt	RECOVER	2 of the 2 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_d3_artefact_kind.py) = f94f5e6e6a3f04611e2141db5c9fbfc60caef9b3f68b4a7f36017aad2fd22a13 here, (origin/main has no file at this path) on main (271 lines, a path main does not carry); that file is python, 271 lines — matrix_d3_artefact_kind.py — the CONTENT half of dimension 3's evidence bar.	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_l4csrdedup	RECOVER	2 of the 2 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_l4_csr_address_dedup_survives_rst_grid_walker.py) = a96ec62cf1c7afe746b0bfc277048c497243adc8988bc1f5b09a46f6527cef17 here, 2ddac6ed14620aff72040c07cbdd6d21fd0f18985337f2a4ae9225c9aa5be1c2 on main (179 lines here vs 184 on main); that file is python, 179 lines — L4 address-dedup must SURVIVE the rst-grid CSR walker.	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_merge	RECOVER	7 of the 7 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml) = 18d530979c971dca3748826f367c505a32459cdba9b147986dd16617dc09d14c here, 5f691984067c906ff022a7d117f16e8aa268d0e2f32e64abe66d5a430d84e4ae on main (4992 lines here vs 6320 on main); that file is yaml, 4992 lines — Vibe-IC Phase 1+2+3 Canonical Flow Definition; 7 modified + 0 new uncommitted file(s) on no branch	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_provstamp	RECOVER	2 of the 2 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py) = 3fc72be67ef78bdd687ffe081c98bd7f58a76e15c7c23a234e619f1fae2ce31a here, 8dcd4d70c1002f78067001366747ebe36bd5e93b3e5036678eecb9cfc532b226 on main (23915 lines here vs 41667 on main); that file is python, 23915 lines — phase3_one_shot_runner.py — single-call orchestrator for Phase 3 (synth → GDS).	b	verdicts_joined.tsv
114	/home/reyerchu/_wt_union	RECOVER	2 of the 3 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/policy_direction_pin_check.py) = a08240237437537c137cdf0741f7518642d3f09ae9c83c5f4c9a6c6162c823ba here, cfec9c286686f271a4d058f78f6e4c57b9172d1c7ee70fb424c0408883207654 on main (1072 lines here vs 1624 on main); that file is python, 1072 lines — A DIRECTION argued in prose and left unpinned by every test. vibe-ic.	b	verdicts_joined.tsv
114	/home/reyerchu/advA	RECOVER	5 of the 5 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_audit.py) = bfc9cd75e06a4d7efa7a42e9e370dcb62b201ad99424d255cc596fb6c00573fd here, 396342e59c0c9398213b41ea797b78a692288d4c9cebdba789243ff2ec346672 on main (869 lines here vs 1242 on main); that file is python, 869 lines — checker_execution_wiring_audit.py — a checker only its own TEST runs has	b	verdicts_joined.tsv
114	/home/reyerchu/jd9_redden/wt	RECOVER	5 of the 5 files it owns differ from main. sha256(docs/D9_CONTENT_REDDENING_CENSUS.md) = ecd8f0b41e002f0a85ab2723f362720a73611f49f0555fdbe4965001d8ab97f5 here, (origin/main has no file at this path) on main (248 lines, a path main does not carry); that file is markdown, 247 lines — Can the 63 x 9 matrix redden on CONTENT, or only on ABSENCE?	b	verdicts_joined.tsv
114	/home/reyerchu/vibe-ic-wt-dpl-legalize	RECOVER	3 of the 3 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py) = 853360f22fa45fe93143e22cb95ada2075eaeb54355147a163788e6c14c816a5 here, 8dcd4d70c1002f78067001366747ebe36bd5e93b3e5036678eecb9cfc532b226 on main (23941 lines here vs 41667 on main); that file is python, 23941 lines — phase3_one_shot_runner.py — single-call orchestrator for Phase 3 (synth → GDS).; 0 modified + 1 new uncommitted file(s) on no branch	b	verdicts_joined.tsv
114	/home/reyerchu/vibe-ic/wtshrunk2	RECOVER	8 of the 25 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md) = 18393ecbb2bd494bf4c3bc03ad8b07de2fd00dacaa8b6e174d5ddfa34da7fa4d here, c05ce3142b82268618a9cfbfa8e7d1b14ea200433dae76c9d5641285b33e5e29 on main (2222 lines here vs 2386 on main); that file is markdown, 2221 lines — <!-- AUTO-GENERATED by tools/gen_programs_index.py — DO NOT EDIT BY HAND -->	b	verdicts_joined.tsv
114	/home/reyerchu/wk5/tree	RECOVER	16 of the 16 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_audit.py) = 13b4460c47c6056ffd7c65cb3a9ef95d1b19d9bd9dd355ac62c7b0ff82b4e1a4 here, 396342e59c0c9398213b41ea797b78a692288d4c9cebdba789243ff2ec346672 on main (805 lines here vs 1242 on main); that file is python, 805 lines — checker_execution_wiring_audit.py — a checker only its own TEST runs has	b	verdicts_joined.tsv
114	/home/reyerchu/wt-913	RECOVER	2 of the 2 files it owns differ from main. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/post_route_signoff_corner_check.py) = 0e5915c1bfc20fd5d4fcb638678e41f0cdcb485491c6481352fcfa4410a28fc6 here, 74141736b2a2e0e02b3102d536c4ea5371efb21eeff971f3984fa8e75ef610bc on main (461 lines here vs 482 on main); that file is python, 461 lines — post_route_signoff_corner_check.py — Step-23 multi-corner sign-off SLACK gate.	b	verdicts_joined.tsv
114	/home/reyerchu/wt-d9-union	RECOVER	7 of the 7 files it owns differ from main. sha256(docs/D9_CONTENT_REDDENING_CENSUS.md) = c020c2b077fa91c03c6d5e7226ecc795433d3a9e78423ef06e22c89cdfeb7a8e here, (origin/main has no file at this path) on main (488 lines, a path main does not carry); that file is markdown, 487 lines — Can the 63 x 9 matrix redden on CONTENT, or only on ABSENCE?	b	verdicts_joined.tsv
