host	repo	path	branch	head	state	nfiles	nnovel	nadd	ndel	code_add	trk_dirty	untracked	issue	cdate	verdict	rule	subject	topdirs	novelfiles	wtdir	why
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_1532/cand	(detached)	d2b801efc	UNLANDED	1	1	217	728	217	0	0	1451	2026-08-14	LANDED	L3	matrix: eight 60s-bounded outcome runs in ONE test item could spend 480s under a 180s harness (#1451)	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_coverage.py		this tip landed in main under the same prose; tree is 728 lines behind
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_1537/cand	(detached)	473265fcf	UNLANDED	2	2	108	691	108	0	0		2026-08-14	LANDED	L3	R4/1417: a test byte-compiled the SHIPPED skills/ tree, and every instrument but one digest called it clean	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1417_no_test_bytecompiles_the_shipped_tree.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_v0_2_97_issue481_482_triage_lessons.py		this tip landed in main under the same prose; tree is 691 lines behind
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_i1029/sweep	(detached)	c4c2becc4	LANDED_FILE	0	0	0	0	0	0	0	1022	2026-08-12	LANDED	L0	timeouts: seven inner bounds could not fire under the 180s harness, and the one that will not lower (#1022) (#1026)				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_i1029/wt	fix/i1029-test-writes-into-shipped-tree	2a1cb6c73	UNLANDED	6	3	218	424	216	0	0	1029	2026-08-12	RECOVER	R2	v1.10.31 — version assigned locally to exercise the full landing path (#1029 end-to-end proof)	vibe-ic-marketplace/.claude-plugin,vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/_shared/add_compliance_gate.py,vibe-ic-marketplace/plugins/vibe-ic/_shared/bootstrap_compliance.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_tools_and_integration.py		216 authored lines absent from main (+2 regenerable); issue #1029
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_i1029b/wt	fix/1029-tests-write-into-a-copy	8d08ac5ad	UNLANDED	2	1	15	262	15	0	0	1029	2026-08-12	LANDED	L3	tests: the suite wrote into the tree the next gate reads, and one of its own passes rode on that write (#1029)	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_tools_and_integration.py		this tip landed in main under the same prose; tree is 262 lines behind
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_i972/scratch/fresh	(detached)	6194ce0fd	UNLANDED	13	5	262	3202	262	0	0	990	2026-08-11	ABANDON	A6	gate: declare the #990 datatype discovery NOT PROSE, because it reads two machine grammars	.gitignore,tools/ci,tools/gen_matrix_63x8_census.py,vibe-ic-marketplace/plugins	tools/ci/repo_hygiene_gates.sh,tools/gen_matrix_63x8_census.py,vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py,vibe-ic-marketplace/plugins/vibe-ic/programs/prose_polarity_consulted_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue972_census_probe_and_rollup.py		issue #990 landed as 762b012ae "fix: the census gate answered for its own checkout (#972), and the den"; this tree is 3202 lines behind main and holds 262 authored - a superseded attempt
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_jprog/skills	fix/jprog-skills-population	5206f227f	UNLANDED	6	6	405	129	379	0	0		2026-08-19	RECOVER	R2	fix(index): main ships a red — INDEX.md's headline was refreshed and its other two counters were not, and the count gate read only the headline	vibe-ic-marketplace/plugins,vibe-ic-marketplace/README.md	vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/PROGRAM_INVENTORY.json,vibe-ic-marketplace/plugins/vibe-ic/programs/gen_program_inventory.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_program_inventory_no_drift.py		379 authored lines absent from main (+26 regenerable)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_jprog/wt	fix/jprog-program-count-generator	1edab6a78	UNLANDED	7	7	732	1021	708	0	0		2026-08-19	RECOVER	R2	docs(counts): the MCP tool count is generated and stayed true; the program count was hand-typed, and two of its neighbours were wrong the day they were typed	tools/ci,vibe-ic-marketplace/plugins,vibe-ic-marketplace/README.md	tools/ci/pre_commit_check.sh,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/PROGRAM_INVENTORY.json,vibe-ic-marketplace/plugins/vibe-ic/programs/gen_program_inventory.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_program_inventory_no_drift.py		708 authored lines absent from main (+24 regenerable)
114	/home/reyerchu/_agentjob_lgate/repo	/home/reyerchu/_agentjob_lgate/cand	(detached)	65a5d63d0	UNLANDED	16	13	943	2596	940	0	0	1734	2026-08-17	ABANDON	A6	v1.10.65 — a pytest marker can no longer license a bound the driver never honours (#1734)	.claude-plugin/marketplace.json,README.md,tools/test_d9_flow_gate_reality.py,vibe-ic-marketplace/.claude-plugin,vibe-ic-marketplace/plugins,vibe-ic-marketplace/README.md	README.md,tools/test_d9_flow_gate_reality.py,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/mcp-eda/src/devices/fpga/terasic-de10lite/driver.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ci_harness_timeout_ceiling_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/ci_targeted_test_select.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_ci_harness_timeout_ceiling_check.py	present	issue #1734 landed; this tree is 2596 lines behind main and holds 940 authored - a superseded attempt
114	/home/reyerchu/_agentjob_lgate/repo	/home/reyerchu/_agentjob_lgate/gate	(detached)	f6b0e77dd	LANDED_FILE	0	0	0	0	0	0	1	1716	2026-08-17	LANDED	L0	fix(benchmark): close PR 1702 verification gaps [v1.10.64] (#1716)			present	holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_medlow/wt	fix/main-red-signoff-medlow-stale-step-pins	5891478d3	UNLANDED	1	1	123	76	123	0	0		2026-08-14	RECOVER	R2	test(signoff): two main reds were stale STEP PINS, not defects — locate the subject by the property	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_signoff_medlow_backlog_gaps.py		123 lines in 1 file(s) absent from main
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_retire/scratch/wt_cand	(detached)	c5975afc1	UNLANDED	1170	2	45	67	5	0	1	905	2026-08-11	RECOVER	R2	benchmark-data: shrink the evidence-citation baseline 104 -> 35 (#905)	benchmark-data/evidence_citation_baseline.json,benchmark-data/ic,vibe-ic-marketplace/plugins	benchmark-data/evidence_citation_baseline.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue316_layergates_on_published_cells.py		5 authored lines absent from main (+40 regenerable); issue #905
114	/home/reyerchu/vibe-ic	/home/reyerchu/_agentjob_retire/scratch/wt_probe	(detached)	9794b2de4	LANDED_FILE	2643	0	0	0	0	0	0		2026-08-11	LANDED	L0	PROBE: delete all 93 IC-level strays (discovery arm, not for landing)	benchmark-data/ic			holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_aes2_scratch/vibe-ic-iter	(detached)	e6e6c1268	LANDED_FILE	0	0	0	0	0	0	0	564	2026-07-31	LANDED	L0	handshake_livelock SKIP, an unguarded sdc_gen fix, and a reset read as a clock (#564)				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_aes3_scratch/iter	(detached)	1b1b0d2c3	LANDED_FILE	0	0	0	0	0	0	0		2026-07-31	LANDED	L0	fix(a4): the corner gate certified real spec misses as clean, because its producer rewrote every FAIL [v1.8.96]				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_aes4_scratch/iter	(detached)	a434f1cd9	LANDED_FILE	0	0	0	0	0	0	0		2026-07-31	LANDED	L0	fix(l5): restructuring the paragraph spec handed prose blocks the spec-table's exemption				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_aes5_scratch/pristine	(detached)	581c2f895	LANDED_FILE	0	0	0	0	0	0	0		2026-07-31	LANDED	L0	docs(index): two programs landed in v1.9.1 without an INDEX row [v1.9.2]				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_aes6_scratch/pristine	fix/p0-undecided-silence-hard-error	cc648030c	UNLANDED	4	2	215	3868	215	0	0		2026-08-01	RECOVER	R2	fix(p0-umbrella): record the last 12 undecided silences and make an unrecorded silence a HARD ERROR	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/flow_compliance_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue559_undecided_silence_last12.py		215 lines in 2 file(s) absent from main
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_aes7_scratch/pristine	fix/prelayout-signoff-before-pnr	8322654d8	UNLANDED	2	2	942	10548	942	0	0		2026-08-01	LANDED	L3	fix(phase3): emit pre-layout Steps 7/8/10 BEFORE PnR, not buried after the route	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_prelayout_signoff_before_pnr.py		this tip landed in main under the same prose; tree is 10548 lines behind
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_aes8_scratch/plugin	fix/fmeda-sv-logic-port-parse	9a0dde8d7	LANDED_PATCH	2	0	71	114	71	0	0		2026-08-01	LANDED	L1	fmeda: a SystemVerilog `output logic [W:0]` port was parsed as name=logic, hiding a real ECC decoder	vibe-ic-marketplace/plugins			content already in main (landed_patch); 71 stale authored lines remain
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_declscan_scratch/wt	fix/decl-scan-strip-comments	955789fb8	LANDED_PATCH	2	0	179	2448	179	0	0		2026-08-10	LANDED	L1	sta: a comment RESTATING "Creating black box" is not OpenSTA issuing it	vibe-ic-marketplace/plugins			content already in main (landed_patch); 179 stale authored lines remain
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_declscan_scratch/wtbase	(detached)	221689eb2	LANDED_FILE	0	0	0	0	0	0	0	920	2026-08-10	LANDED	L0	[eda-fork] 2026-08-10: MERGED 0 · DEFERRED 3 · UNMEASURABLE 7 (3 actionable) (#920)				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic-repo	/home/reyerchu/_c_o_opentitan_aes_sky130A_c2_scratch/pristine	fix/chip-top-dut-import-header	862f44d55	LANDED_PATCH	2	0	113	3727	113	0	0		2026-08-04	LANDED	L1	chip_top: the design's real top was invisible behind its package imports	vibe-ic-marketplace/plugins		REMOVED	content already in main (landed_patch); 113 stale authored lines remain; worktree DIRECTORY has been deleted - the commit survives in the object store, so recover the REF, not the directory
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_opentitan_aes_sky130A_scratch/pr-worktree	fix/fmeda-comment-module-and-ecc-pair-selection	fdfbaf6a1	LANDED_PATCH	2	0	58	43	58	0	0		2026-08-03	LANDED	L1	fix(fmeda): mechanism detection must read code, not comments — and pick the genuine ECC pair	vibe-ic-marketplace/plugins			content already in main (landed_patch); 58 stale authored lines remain
114	/home/reyerchu/vibe-ic	/home/reyerchu/_c_o_opentitan_aes_sky130A_scratch/pristine	(detached)	0dc68562e	LANDED_FILE	0	0	0	0	0	0	2		2026-08-03	LANDED	L0	release: the backlog, and three defects the fixes themselves had [v1.9.65]				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_counts2	(detached)	c67efd454	LANDED_FILE	0	0	0	0	0	12	1		2026-08-20	RECOVER	L2	flow: the two paths are a CONDITION, not a key nothing reads				committed content is in main, but 12 tracked file(s) uncommitted
114	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_gates	fix/1002-1003-gate-rulers	2b0889719	UNLANDED	9	5	89	2154	89	0	0	1002	2026-08-11	ABANDON	A6	flow: correct the Step-36 cascade note, which now records a measurement that no longer holds	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/flowref.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_l20_dft_scan_topology_actionable_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d2_falsifiable.py		issue #1002 landed as 71fb4e447 "Repair two gate rulers: promote the PDK-agreement gate, and refuse to "; this tree is 2154 lines behind main and holds 89 authored - a superseded attempt
114	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_i972	fix/972-990-census-probe-and-fill	6194ce0fd	UNLANDED	13	5	262	3202	262	0	0	990	2026-08-11	ABANDON	A6	gate: declare the #990 datatype discovery NOT PROSE, because it reads two machine grammars	.gitignore,tools/ci,tools/gen_matrix_63x8_census.py,vibe-ic-marketplace/plugins	tools/ci/repo_hygiene_gates.sh,tools/gen_matrix_63x8_census.py,vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py,vibe-ic-marketplace/plugins/vibe-ic/programs/prose_polarity_consulted_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue972_census_probe_and_rollup.py		issue #990 landed as 762b012ae "fix: the census gate answered for its own checkout (#972), and the den"; this tree is 3202 lines behind main and holds 262 authored - a superseded attempt
114	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_p1d	d9/phase1-unblock-the-prover	489e6d47a	UNLANDED	7	5	215	2740	215	0	0	996	2026-08-11	ABANDON	A6	isolation: the mutant arm found the guard was unreachable from its own test (#996)	tools/d9_corpus_baseline.py,vibe-ic-marketplace/plugins	tools/d9_corpus_baseline.py,vibe-ic-marketplace/plugins/vibe-ic/programs/matrix_mutation_ledger.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d5_deps_correct.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_mutation_ledger.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_run_isolation.py		issue #996 landed as 34277443a "D9 Phase 1: unblock the prover (#998) + the shared isolation harness ("; this tree is 2740 lines behind main and holds 215 authored - a superseded attempt
114	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_pdk	d9/phase0-pdk-authority-emit	e71fb63ec	LANDED_FILE	0	0	0	0	0	0	3	1006	2026-08-11	LANDED	L0	D9 Phase 1: wire three content-reading checkers as gate criteria; hold two the measurement does not support (#1006)				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_d9_u5fix	fix/expert-track-schema-mismatch-is-not-a-pass	7e2af53c7	UNLANDED	2	1	1	1	1	0	0		2026-08-11	LANDED	L3	fix(phase1): an expert answer in an unexpected shape is REFUSED, never a PASS	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_expert_track_schema_mismatch_is_not_a_pass.py		this tip landed in main under the same prose; tree is 1 lines behind
114	/home/reyerchu/vibe-ic	/home/reyerchu/_gf_wt	(detached)	564f2772a	UNLANDED	35	32	3499	4937	3496	0	0	1734	2026-08-18	RECOVER	R2	v1.10.67 — a pytest marker can no longer license a bound the driver never honours (#1734)	.claude-plugin/marketplace.json,README.md,tools/ci,tools/gatekeeper-land.sh,tools/test_d9_flow_gate_reality.py,vibe-ic-marketplace/.claude-plugin	README.md,tools/ci/audit_63x9.sh,tools/ci/print_junit_reds.py,tools/ci/repo_hygiene_gates.sh,tools/ci/targeted_regression_verdict.py,tools/ci/test_landing_excludes_the_63x9_audit.py,tools/ci/test_landing_parallel_evidence.py,tools/gatekeeper-land.sh,tools/test_d9_flow_gate_reality.py,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/mcp-eda/src/devices/fpga/terasic-de10lite/driver.py		3496 authored lines absent from main (+3 regenerable); issue #1734
114	/home/reyerchu/vibe-ic	/home/reyerchu/_gk1744	(detached)	61574ec23	UNLANDED	8	8	947	2056	947	0	0	1744	2026-08-19	ABANDON	A6	fix(tapeout): our only external refusal interface pointed at a shuttle whose operator stopped in 2025, so nothing outside this tree could refuse (#1744)	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/mpw_precheck_driver.py,vibe-ic-marketplace/plugins/vibe-ic/programs/mpw_precheck_result_gate.py,vibe-ic-marketplace/plugins/vibe-ic/programs/signoff_ladder_run.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tapeout_checklist_gen.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tapeout_readiness_check.py		issue #1744 landed as 54b0b5f06 "tapeout: our one external refusal pointed at a shuttle that shut down "; this tree is 2056 lines behind main and holds 947 authored - a superseded attempt
114	/home/reyerchu/vibe-ic	/home/reyerchu/_gk1745	(detached)	4d3080395	UNLANDED	9	9	1033	272	1033	0	0	1745	2026-08-19	RECOVER	R2	fix(#1745): a candidate that PRINTS the scorer's verdict was scored a pass, on every number we publish	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/benchmark/score_iverilog_tb.py,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/harness_verdict_forgery_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/rtllm_tier_pipeline.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1745_a_printed_verdict_is_not_a_measured_one.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_tool_gate_opens_when_the_tool_is_present.py		1033 lines in 9 file(s) absent from main; issue #1745
114	/home/reyerchu/vibe-ic	/home/reyerchu/_i1266	(detached)	3586400f3	LANDED_PATCH	2	0	7	144	7	0	0	1266	2026-08-18	LANDED	L1	fix(d3): a citation no corpus can answer must not leave the denominator in silence	vibe-ic-marketplace/plugins			content already in main (landed_patch); 7 stale authored lines remain
114	/home/reyerchu/vibe-ic	/home/reyerchu/_i1705	(detached)	601e46cdb	UNLANDED	7	7	654	805	654	0	0	1705	2026-08-19	RECOVER	R2	fix(#1705): an absent baseline is not a measurement of zero, in four ratchets	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/checker_execution_wiring_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/flow_gate_enforcement_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/silent_decline_audit.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue1705_absent_baseline_is_not_zero.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_issue693_signoff_integrity_wiring.py		654 lines in 7 file(s) absent from main; issue #1705
114	/home/reyerchu/vibe-ic	/home/reyerchu/_i1705_revert	(detached)	7c376e348	LANDED_FILE	0	0	0	0	0	0	1	1705	2026-08-18	LANDED	L0	feat(landing): activate the semantic landing runtime [v1.10.69]				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_ivdispatch_regr/head	(detached)	c2378fdf4	LANDED_PATCH	3	0	52	2629	52	0	0	902	2026-08-11	LANDED	L1	fix(design_one_shot_runner): simulate in the pinned container, and record which toolchain ran (#902)	vibe-ic-marketplace/plugins			content already in main (landed_patch); 52 stale authored lines remain
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jcpath2/base	(detached)	867de4289	LANDED_FILE	0	0	0	0	0	0	0		2026-08-21	LANDED	L0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18]				holds 0 lines main lacks (it is 0 lines BEHIND main)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jcpath2/mut	(detached)	6b9143cf6	UNLANDED	13	13	2579	52	2560	0	0		2026-08-21	RECOVER	R2	test(0.5ic): the exclusivity the flow cannot express is held by a program, so pin THAT	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/PROGRAM_INVENTORY.json,vibe-ic-marketplace/plugins/vibe-ic/programs/_tapeout_declaration.py,vibe-ic-marketplace/plugins/vibe-ic/programs/die_finishing_gen.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pad_assignment_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pad_assignment_gen.py		2560 authored lines absent from main (+19 regenerable)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jcpath2/pre7	(detached)	138e1f3aa	UNLANDED	14	14	2563	465	2534	0	0		2026-08-21	RECOVER	R2	chore(15.5ic): re-measure the two artefacts a new program and a new declared output move	vibe-ic-marketplace/plugins,vibe-ic-marketplace/README.md	vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/PROGRAM_INVENTORY.json,vibe-ic-marketplace/plugins/vibe-ic/programs/_tapeout_declaration.py,vibe-ic-marketplace/plugins/vibe-ic/programs/die_finishing_gen.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pad_assignment_check.py		2534 authored lines absent from main (+29 regenerable)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jcpath2/wt	jcpath2/ten	f741e54e0	UNLANDED	13	13	2573	52	2554	0	0		2026-08-21	RECOVER	R2	test(0.5ic): the exclusivity the flow cannot express is held by a program, so pin THAT	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/PROGRAM_INVENTORY.json,vibe-ic-marketplace/plugins/vibe-ic/programs/_tapeout_declaration.py,vibe-ic-marketplace/plugins/vibe-ic/programs/die_finishing_gen.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pad_assignment_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pad_assignment_gen.py		2554 authored lines absent from main (+19 regenerable)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jcpath2/wt7	jcpath2/seven	3f3ced95f	UNLANDED	12	12	2450	52	2431	0	0		2026-08-21	RECOVER	R2	chore(15.5ic): re-measure the two artefacts a new program and a new declared output move	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md,vibe-ic-marketplace/plugins/vibe-ic/programs/PROGRAM_INVENTORY.json,vibe-ic-marketplace/plugins/vibe-ic/programs/_tapeout_declaration.py,vibe-ic-marketplace/plugins/vibe-ic/programs/die_finishing_gen.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pad_assignment_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/pad_assignment_gen.py		2431 authored lines absent from main (+19 regenerable)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jf2	fix/jf2-63x8-d2-three-unfalsifiable-clauses	4b4a7620d	UNLANDED	3	3	221	72	221	0	0		2026-08-20	RECOVER	R2	matrix(d2): a blocking clause that cannot block, and an exit table that said it could	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/programs/memory_read_pipeline_check.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_d2_falsifiable.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_memory_read_pipeline_check_gate.py		221 lines in 3 file(s) absent from main
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jfind63	fix/jfindings-63x8-live-reds	ec442cd23	UNLANDED	9	9	1073	1376	1072	0	0		2026-08-20	RECOVER	R2	matrix(coverage): the new skip-declaration check costs 20 s and a neighbour is flaky — both measured and written down rather than left for the next reader	vibe-ic-marketplace/plugins	vibe-ic-marketplace/plugins/vibe-ic/flow/phase1_phase2_phase3.yaml,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/matrix_d3_output_manifest.json,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/flowref.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_coverage.py,vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_matrix_63x8_ledger.py		1072 authored lines absent from main (+1 regenerable)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jgate	land/par-rebased	288dc9fc8	UNLANDED	12	12	3455	160	3441	0	0		2026-08-19	RECOVER	R2	generated: regenerate the program inventory and its stated counts	tools/ci,tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks,tools/test_gatekeeper_land_differential.py,tools/test_gatekeeper_land_lanes.py	tools/ci/test_repo_tools_tests_gate.py,tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks/pre-push,tools/test_gatekeeper_land_differential.py,tools/test_gatekeeper_land_lanes.py,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/PROGRAM_INVENTORY.json,vibe-ic-marketplace/plugins/vibe-ic/programs/landing_merge_verdict.py		3441 authored lines absent from main (+14 regenerable)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jgate_pyc	(detached)	288dc9fc8	UNLANDED	12	12	3455	160	3441	0	0		2026-08-19	ABANDON	A4	generated: regenerate the program inventory and its stated counts	tools/ci,tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks,tools/test_gatekeeper_land_differential.py,tools/test_gatekeeper_land_lanes.py	tools/ci/test_repo_tools_tests_gate.py,tools/gatekeeper-land-differential.sh,tools/gatekeeper-land.sh,tools/git-hooks/pre-push,tools/test_gatekeeper_land_differential.py,tools/test_gatekeeper_land_lanes.py,vibe-ic-marketplace/README.md,vibe-ic-marketplace/plugins/vibe-ic/README.md,vibe-ic-marketplace/plugins/vibe-ic/programs/PROGRAM_INVENTORY.json,vibe-ic-marketplace/plugins/vibe-ic/programs/landing_merge_verdict.py		identical HEAD to 114:/home/reyerchu/_jgate (kept there)
114	/home/reyerchu/vibe-ic	/home/reyerchu/_jhyg32/p7/ctl	(detached)	49d2b3328	LANDED_FILE	0	0	0	0	0	0	0		2026-08-19	LANDED	L0	[v1.10.96] W5 — a step now CONSUMES its number, and the 61 that do not are counted				holds 0 lines main lacks (it is 0 lines BEHIND main)
