# jharv3 independent raw measurements of shard C rows on .112 and .121, taken from .108 via .102.
# NOT a verdict file. This is the measurement jharv2 asked to cross-check against verdicts_shard_c_80_recovered.tsv.
# host	path	state	head	branch	main_sha	own	differ	novel	super	nadd	ndel	code_add	trk_edits	subject	evidence(file|sha_head|sha_main|lines_head|lines_main)
121	/home/reyerchu/_j4reds3/base	OK	867de428920c708934f06411fc91225dc4f58fe6	(detached)	a00f53f2094812041c8aa6094f27058bc1b14ddd	0	0	0	0	0	0	0	0	flow(ACTIVATE): retire step 37.5self — the general precheck is 37.5ic's SECOND ARM, not a third route [v1.11.18] 	-|-|-|0|0
121	/home/reyerchu/_jcap_priv/wt	OK	4c7df07a03b2295fb5ffbb4dd4bba84c24754ec3	jcap/chip-identity-captures	a00f53f2094812041c8aa6094f27058bc1b14ddd	9	9	9	0	730	0	436	0	capture(jcap-chip): RESULT — 15 already-program rules named, 13 new deterministic records 	jcap-chip/candidates/bucket_A_programs_phase3_one_shot_runner_rule_sketches.py|4fe9a9a4ef3aeca2|ABSENT_ON_MAIN|90|0
121	/home/reyerchu/_jppa_agent/wt	OK	9e6ec929e886b559b53245a92adab28def45f804	ppa/jppa-agent-control-plane	a00f53f2094812041c8aa6094f27058bc1b14ddd	13	2	2	0	4	18	4	0	ppa(agent): A0 control plane — the program keeps the cases it can decide 	vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_agent_context_build.py|6123a214e898ec4e|1359d33448642b32|196|203
121	/home/reyerchu/_jppa_metrics/wt	OK	09fcb13bc9d44ad64ff7f9717944a7480a87202d	jppa/metric-records	a00f53f2094812041c8aa6094f27058bc1b14ddd	9	5	5	0	68	549	68	0	ppa(metrics): a scope field one side never declared is not a field whose value is null 	vibe-ic-marketplace/plugins/vibe-ic/programs/ppa_measurement_check.py|825351cb4569ab34|be019d1367acdba9|329|332
121	/home/reyerchu/_ld/wt	OK	31fb2c1efe49b8f2579fce73d1f18d1a60ca0cd5	fix/d4-step1-and-two-flow-gates	a00f53f2094812041c8aa6094f27058bc1b14ddd	1	1	1	0	113	72	113	0	revert the d4/step1 flow change out of this PR — it reddens 5 register tests, split to its own decision 	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_signoff_medlow_backlog_gaps.py|9b6f32d831505f97|348dbf21d7c00575|1176|1135
121	/home/reyerchu/_LRNdh	OK	713f0209faa28b223da6bac121ef4a9ca6b3df44	(detached)	a00f53f2094812041c8aa6094f27058bc1b14ddd	2	2	2	0	558	0	558	0	research: deepseek-harness SOURCE study at 99f6f02fe (supersedes prose-only study) 	docs/research/2026-08-19-deepseek-harness-mechanism-study.md|5f15d4a09db18d1f|ABSENT_ON_MAIN|280|0
121	/home/reyerchu/_nv/wt	OK	3c571157f9bb86e180dd4b5821893e92d93c7622	fix/eda-image-not-verified	a00f53f2094812041c8aa6094f27058bc1b14ddd	10	10	10	0	70	423	70	0	INDEX.md: the row for not_verified_tier (regenerated with tools/gen_programs_index.py) 	vibe-ic-marketplace/plugins/vibe-ic/conftest.py|1880a36fc3f8840e|2321f30509da6f4e|82|96
121	/home/reyerchu/_orfs/wt	OK	a1a89146bba2561bd500f5448efdd35e9717159a	feat/orfs-s6-s7-s8	a00f53f2094812041c8aa6094f27058bc1b14ddd	6	5	3	2	179	3687	179	0	63x8 figures: the one advisory clause this PR declares (regenerated with tools/gen_matrix_63x8_census.py --fix-figures) 	vibe-ic-marketplace/plugins/vibe-ic/programs/achieved_period_recorded_check.py|144f8258564907ae|258ceb131f5950d4|241|243
121	/home/reyerchu/_ptmo_priv/ppa	OK	bb90724dcd7ebe8d31474d5245a54fdce112b527	(detached)	a00f53f2094812041c8aa6094f27058bc1b14ddd	0	0	0	0	0	0	0	0	ppa(report): claims.json, and the page-claim gate that enforces the sentences we may not print [v1.11.32] 	-|-|-|0|0
121	/home/reyerchu/_smrg_priv/smrg_base	OK	053eecd27404294086d55b72b6d52d011b7a3257	(detached)	a00f53f2094812041c8aa6094f27058bc1b14ddd	0	0	0	0	0	0	0	0	findings: one die, eight arms, and the three rows that were already closed [v1.11.14] 	-|-|-|0|0
121	/home/reyerchu/wt922	OK	de96c3cba00c656202c88dc61dc856ebb2d0210b	fix/growth-rationale-must-name-the-waivers-it-covers	a00f53f2094812041c8aa6094f27058bc1b14ddd	5	5	5	0	487	674	487	0	fix(waivers): a growth rationale covers the waivers it names, not every later one (vibe-ic #922) 	vibe-ic-marketplace/plugins/vibe-ic/programs/signoff_audit.py|94f5fa74e04e5588|82ae17ce856f7ac5|2036|2041
121	/home/reyerchu/wt_k3_dep	OK	671f5a0b49c543f69c2e3e5c4ad15859903ca2f3	(detached)	a00f53f2094812041c8aa6094f27058bc1b14ddd	4	4	4	0	315	1040	315	0	front3 under test 	tools/gatekeeper-land.sh|60555a76b8f6799f|6f771cc98d2a907b|961|1554
121	/home/reyerchu/_wt_sha256_sta	OK	23f7b6500c3bb36222f4fbe752c837f0fd936ffa	fix/signoff-corner-role-prelayout-setup	a00f53f2094812041c8aa6094f27058bc1b14ddd	4	4	4	0	444	19	444	0	declaration: an UNDETERMINED field reported a search the program did not run 	vibe-ic-marketplace/plugins/vibe-ic/programs/spec_declaration_emit.py|cb2e37425d38d50f|523057de2d0c09f1|1583|1561
